Image Name,Shape,Riming,Melting
2023.02.28_02.30.17_flake_3921_cam_3X1084Y1384cropped0.png,graupel,graupel_like,dry
2023.02.28_02.33.33_flake_4003_cam_4X1104Y1112cropped2.png,graupel,graupel_like,dry
2023.02.28_03.32.51_flake_4690_cam_0X536Y752cropped0.png,planar_crystals,densely_rimed,wet
2023.02.28_02.14.53_flake_3465_cam_0X456Y648cropped0.png,graupel,graupel_like,dry
2023.02.28_02.28.40_flake_3876_cam_1X360Y456cropped0.png,graupel,graupel_like,dry
2023.02.28_02.22.47_flake_3670_cam_0X560Y532cropped0.png,graupel,graupel_like,dry
2023.02.28_02.21.04_flake_3629_cam_2X1084Y1388cropped0.png,graupel,graupel_like,dry
2023.02.28_20.58.53_flake_5061_cam_2X1100Y1568cropped0.png,planar_crystals,graupel_like,dry
20230228155004000CAM4_1X812Y1416cropped6.png,planar_crystals,densely_rimed,dry
2023.02.28_02.21.36_flake_3641_cam_3X1004Y1024cropped1.png,graupel,graupel_like,dry
2023.02.28_02.23.45_flake_3699_cam_3X1088Y1536cropped1.png,graupel,graupel_like,dry
20230228100857000CAM0_1X556Y288cropped1.png,graupel,unrimed,dry
20230228101312000CAM0_1X1296Y1168cropped3.png,graupel,graupel_like,dry
2023.02.28_02.21.51_flake_3648_cam_1X620Y712cropped0.png,graupel,graupel_like,dry
2023.02.28_02.13.06_flake_3406_cam_4X1084Y884cropped0.png,graupel,graupel_like,wet
2023.02.28_02.34.55_flake_4035_cam_3X1216Y1808cropped1.png,graupel,graupel_like,dry
2023.02.28_02.22.58_flake_3675_cam_4X952Y840cropped0.png,graupel,graupel_like,dry
2023.02.28_02.14.19_flake_3444_cam_3X1100Y1360cropped0.png,graupel,graupel_like,dry
20230228101240000CAM4_1X976Y948cropped1.png,graupel,densely_rimed,dry
20230228161529000CAM4_1X1680Y2064cropped10.png,graupel,unrimed,dry
2023.02.28_02.25.41_flake_3775_cam_4X680Y492cropped0.png,graupel,graupel_like,dry
2023.02.28_02.34.20_flake_4025_cam_0X568Y816cropped0.png,graupel,graupel_like,dry
2023.02.28_02.16.14_flake_3504_cam_1X324Y416cropped0.png,graupel,graupel_like,dry
2023.02.28_02.14.05_flake_3435_cam_4X1096Y392cropped0.png,graupel,graupel_like,dry
2023.02.28_02.30.30_flake_3923_cam_3X1088Y1272cropped1.png,graupel,graupel_like,dry
2023.02.28_02.28.51_flake_3880_cam_1X652Y724cropped0.png,graupel,unrimed,dry
2023.02.28_02.15.53_flake_3492_cam_2X1084Y1472cropped0.png,graupel,graupel_like,dry
2023.02.28_02.13.27_flake_3416_cam_0X540Y616cropped0.png,graupel,graupel_like,dry
2023.02.28_02.21.18_flake_3635_cam_1X472Y272cropped0.png,graupel,graupel_like,wet
2023.02.28_03.08.59_flake_4619_cam_2X1096Y1684cropped0.png,planar_crystals,densely_rimed,dry
2023.02.28_02.14.19_flake_3444_cam_1X420Y392cropped0.png,graupel,unrimed,dry
2023.02.28_02.33.50_flake_4009_cam_1X372Y312cropped0.png,graupel,graupel,wet
2023.02.28_02.50.10_flake_4369_cam_4X1620Y1068cropped4.png,graupel,unrimed,dry
2023.02.28_17.26.53_flake_4794_cam_3X1088Y1656cropped0.png,columnar_crystals,densely_rimed,wet
20230228101403000CAM4_1X308Y80cropped1.png,columnar_crystals,unrimed,dry
2023.02.28_02.15.04_flake_3469_cam_1X408Y532cropped0.png,graupel,graupel_like,dry
2023.02.28_02.34.33_flake_4028_cam_3X1572Y1424cropped4.png,graupel,graupel_like,dry
2023.02.28_02.25.50_flake_3783_cam_0X496Y636cropped0.png,graupel,graupel_like,dry
2023.02.28_02.19.43_flake_3596_cam_0X576Y732cropped0.png,graupel,graupel_like,dry
2023.02.28_02.19.44_flake_3596_cam_2X1084Y1488cropped0.png,graupel,graupel,dry
20230228100751000CAM0_1X428Y272cropped1.png,columnar_crystals,unrimed,dry
2023.02.28_02.23.55_flake_3703_cam_4X1012Y424cropped0.png,graupel,graupel_like,dry
20230228100244000CAM4_1X1020Y1400cropped6.png,graupel,graupel_like,dry
2023.02.28_02.37.08_flake_4091_cam_4X148Y460cropped0.png,graupel,graupel_like,dry
20230228100743000CAM6_1X1624Y1260cropped10.png,graupel,unrimed,dry
2023.02.28_17.58.32_flake_4828_cam_2X1092Y1672cropped0.png,graupel,graupel_like,dry
2023.02.28_17.22.35_flake_4782_cam_2X892Y1784cropped0.png,graupel,unrimed,wet
2023.02.28_02.20.15_flake_3609_cam_1X680Y732cropped0.png,graupel,graupel_like,dry
20230228100954000CAM5_1X328Y1104cropped1.png,planar_crystals,rimed,wet
2023.02.28_02.19.18_flake_3584_cam_4X1080Y848cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.24_flake_3480_cam_1X452Y432cropped0.png,graupel,graupel_like,dry
2023.02.28_02.57.02_flake_4465_cam_2X1084Y1488cropped0.png,planar_crystals,densely_rimed,dry
2023.02.28_02.13.58_flake_3432_cam_4X536Y544cropped2.png,graupel,graupel_like,wet
2023.02.28_02.17.32_flake_3537_cam_4X1084Y640cropped1.png,graupel,graupel_like,dry
2023.02.28_02.18.07_flake_3552_cam_2X1112Y1188cropped0.png,graupel,graupel,dry
2023.02.28_02.32.28_flake_3978_cam_3X1100Y1428cropped0.png,graupel,graupel_like,dry
20230228100333000CAM6_1X1120Y2272cropped9.png,columnar_crystals,densely_rimed,wet
2023.02.28_02.14.43_flake_3461_cam_1X464Y576cropped0.png,graupel,graupel,dry
2023.02.28_02.36.08_flake_4067_cam_1X492Y592cropped0.png,graupel,unrimed,dry
2023.02.28_02.19.06_flake_3577_cam_3X1076Y1680cropped1.png,graupel,graupel_like,dry
2023.02.28_02.24.04_flake_3710_cam_1X236Y416cropped0.png,graupel,graupel_like,dry
20230228153924000CAM6_1X1716Y700cropped10.png,graupel,unrimed,dry
2023.02.28_02.55.35_flake_4447_cam_4X680Y784cropped0.png,graupel,unrimed,dry
2023.02.28_02.04.02_flake_3282_cam_4X1084Y596cropped0.png,graupel,graupel_like,dry
2023.02.28_02.10.46_flake_3361_cam_3X880Y1792cropped0.png,graupel,graupel_like,dry
2023.02.28_02.41.15_flake_4165_cam_3X1116Y1004cropped1.png,graupel,graupel_like,dry
2023.02.28_02.25.10_flake_3753_cam_1X672Y756cropped0.png,graupel,graupel_like,dry
2023.02.28_02.20.46_flake_3621_cam_4X1084Y1024cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.38_flake_3484_cam_4X1088Y868cropped0.png,graupel,graupel_like,dry
2023.02.28_02.21.04_flake_3629_cam_1X420Y372cropped0.png,graupel,unrimed,dry
20230228101922000CAM0_1X1432Y868cropped3.png,columnar_crystals,graupel_like,wet
2023.02.28_02.27.26_flake_3847_cam_1X384Y508cropped0.png,graupel,graupel_like,dry
2023.02.28_02.16.19_flake_3506_cam_0X636Y588cropped0.png,graupel,graupel_like,dry
2023.02.28_02.33.31_flake_4002_cam_2X1096Y1188cropped0.png,graupel,graupel_like,dry
2023.02.28_02.06.51_flake_3304_cam_3X1120Y1088cropped0.png,graupel,graupel_like,dry
2023.02.28_02.42.15_flake_4178_cam_1X536Y388cropped0.png,graupel,graupel_like,dry
2023.02.28_02.34.33_flake_4028_cam_2X1036Y1468cropped1.png,graupel,graupel_like,dry
2023.02.28_02.16.44_flake_3517_cam_2X1092Y1288cropped2.png,graupel,graupel_like,wet
2023.02.28_02.09.01_flake_3333_cam_3X1104Y864cropped0.png,graupel,graupel,wet
20230228100333000CAM2_1X1896Y416cropped10.png,graupel,unrimed,dry
2023.02.28_02.29.08_flake_3889_cam_1X544Y548cropped0.png,graupel,graupel_like,dry
2023.02.28_02.19.23_flake_3588_cam_1X368Y300cropped0.png,graupel,graupel_like,dry
20230228100936000CAM6_1X988Y652cropped10.png,columnar_crystals,densely_rimed,wet
2023.02.28_02.32.36_flake_3982_cam_1X456Y476cropped0.png,graupel,unrimed,dry
2023.02.28_02.52.58_flake_4406_cam_3X1088Y1324cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.42_flake_3486_cam_1X440Y404cropped1.png,graupel,graupel_like,dry
2023.02.28_02.09.26_flake_3341_cam_2X1096Y1300cropped0.png,graupel,unrimed,dry
20230228100405000CAM3_1X684Y1012cropped1.png,graupel,densely_rimed,dry
2023.02.28_02.31.55_flake_3969_cam_3X1104Y1280cropped1.png,graupel,unrimed,dry
20230228101958000CAM6_1X1140Y1784cropped9.png,columnar_crystals,unrimed,wet
2023.02.28_02.22.47_flake_3670_cam_1X508Y720cropped0.png,graupel,graupel_like,wet
2023.02.28_02.24.01_flake_3708_cam_3X1100Y1468cropped0.png,graupel,graupel_like,dry
2023.02.28_02.50.48_flake_4379_cam_1X564Y752cropped0.png,graupel,graupel_like,dry
2023.02.28_02.36.59_flake_4087_cam_3X1084Y1520cropped1.png,graupel,graupel_like,dry
20230228101453000CAM4_1X820Y628cropped6.png,graupel,graupel_like,dry
2023.02.28_02.09.26_flake_3341_cam_3X1096Y1064cropped0.png,graupel,graupel_like,dry
20230228101217000CAM4_1X1728Y2280cropped3.png,graupel,densely_rimed,dry
2023.02.28_02.51.07_flake_4386_cam_3X872Y1200cropped0.png,planar_crystals,graupel_like,dry
2023.02.28_02.09.21_flake_3338_cam_3X1092Y1160cropped0.png,graupel,graupel_like,dry
20230228100857000CAM4_1X148Y580cropped0.png,columnar_crystals,graupel,dry
20230228155057000CAM0_1X452Y1108cropped0.png,graupel,unrimed,dry
20230228162205000CAM3_1X756Y1336cropped3.png,planar_crystals,densely_rimed,wet
2023.02.28_02.26.49_flake_3821_cam_1X612Y672cropped0.png,graupel,graupel_like,wet
2023.02.28_02.15.46_flake_3489_cam_1X472Y548cropped0.png,graupel,graupel_like,dry
2023.02.28_02.18.33_flake_3561_cam_4X1096Y896cropped0.png,graupel,graupel_like,wet
2023.02.28_02.40.36_flake_4155_cam_4X1100Y592cropped0.png,planar_crystals,graupel_like,dry
20230228153711000CAM0_1X1580Y532cropped3.png,columnar_crystals,graupel_like,dry
2023.02.28_02.14.06_flake_3436_cam_3X1100Y1852cropped2.png,graupel,graupel_like,dry
20230228101711000CAM0_1X872Y488cropped1.png,graupel,densely_rimed,dry
20230228100627000CAM0_1X1836Y1108cropped8.png,graupel,unrimed,dry
2023.02.28_02.19.05_flake_3576_cam_4X1372Y1008cropped0.png,graupel,graupel_like,dry
20230228100825000CAM0_1X1508Y692cropped3.png,planar_crystals,graupel_like,dry
20230228154852000CAM4_1X568Y628cropped4.png,graupel,unrimed,dry
20230228101802000CAM2_1X1028Y1328cropped5.png,graupel,densely_rimed,dry
2023.02.28_02.25.12_flake_3755_cam_4X1088Y652cropped0.png,graupel,graupel_like,dry
2023.02.28_02.25.43_flake_3777_cam_4X124Y140cropped0.png,graupel,unrimed,dry
2023.02.28_02.50.55_flake_4382_cam_0X732Y912cropped0.png,graupel,graupel_like,dry
2023.02.28_02.03.47_flake_3281_cam_1X616Y684cropped0.png,graupel,graupel,dry
2023.02.28_19.46.29_flake_4996_cam_3X1100Y1416cropped0.png,planar_crystals,densely_rimed,wet
2023.02.28_02.31.06_flake_3946_cam_3X1100Y1652cropped0.png,graupel,graupel_like,dry
20230228100825000CAM5_1X928Y880cropped1.png,columnar_crystals,graupel_like,dry
20230228105549000CAM0_1X688Y208cropped5.png,columnar_crystals,unrimed,dry
2023.02.28_02.09.57_flake_3347_cam_3X1036Y1060cropped1.png,columnar_crystals,densely_rimed,dry
2023.02.28_02.14.09_flake_3439_cam_1X360Y516cropped0.png,graupel,graupel,dry
2023.02.28_02.26.06_flake_3789_cam_0X668Y612cropped0.png,graupel,graupel_like,dry
2023.02.28_02.24.29_flake_3727_cam_1X712Y884cropped0.png,graupel,graupel_like,dry
2023.02.28_02.26.26_flake_3806_cam_1X344Y492cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.53_flake_3492_cam_4X1088Y1164cropped0.png,graupel,graupel_like,wet
2023.02.28_02.13.17_flake_3411_cam_4X1108Y880cropped1.png,graupel,graupel_like,wet
2023.02.28_02.15.33_flake_3482_cam_3X1084Y1532cropped1.png,graupel,graupel_like,dry
2023.02.28_02.11.41_flake_3374_cam_2X1104Y1188cropped0.png,graupel,graupel_like,wet
20230228100912000CAM6_1X1872Y612cropped5.png,columnar_crystals,rimed,wet
2023.02.28_02.13.34_flake_3418_cam_3X1092Y1408cropped0.png,graupel,graupel_like,dry
2023.02.28_03.30.13_flake_4676_cam_3X1116Y936cropped0.png,planar_crystals,graupel_like,dry
2023.02.28_02.17.28_flake_3534_cam_3X1096Y1260cropped0.png,graupel,graupel_like,dry
20230228101152000CAM6_1X1616Y652cropped10.png,columnar_crystals,graupel_like,wet
20230228100354000CAM4_1X1780Y1352cropped3.png,graupel,densely_rimed,dry
2023.02.28_02.28.15_flake_3867_cam_3X1212Y1376cropped1.png,graupel,graupel_like,dry
2023.02.28_02.24.01_flake_3708_cam_2X1088Y1624cropped0.png,graupel,graupel_like,dry
2023.02.28_02.53.00_flake_4409_cam_3X980Y588cropped1.png,planar_crystals,densely_rimed,dry
2023.02.28_02.24.18_flake_3717_cam_0X400Y260cropped0.png,graupel,graupel_like,dry
2023.02.28_02.05.35_flake_3291_cam_0X552Y668cropped0.png,graupel,unrimed,dry
2023.02.28_02.47.31_flake_4301_cam_1X596Y908cropped0.png,graupel,graupel_like,dry
2023.02.28_02.19.02_flake_3574_cam_1X600Y504cropped0.png,graupel,graupel_like,dry
20230228101649000CAM4_1X1560Y1508cropped6.png,columnar_crystals,graupel_like,wet
2023.02.28_02.50.55_flake_4382_cam_1X608Y296cropped0.png,planar_crystals,graupel_like,dry
2023.02.28_02.11.52_flake_3379_cam_4X1096Y1288cropped0.png,planar_crystals,densely_rimed,dry
2023.02.28_02.29.01_flake_3886_cam_4X736Y1604cropped0.png,graupel,graupel_like,wet
2023.02.28_02.17.32_flake_3537_cam_1X600Y672cropped1.png,graupel,graupel_like,dry
20230228154512000CAM2_1X528Y188cropped5.png,graupel,densely_rimed,dry
2023.02.28_02.16.59_flake_3522_cam_3X1088Y1224cropped0.png,graupel,graupel_like,dry
2023.02.28_02.14.16_flake_3443_cam_2X1092Y1532cropped0.png,graupel,graupel_like,dry
2023.02.28_02.26.04_flake_3787_cam_4X344Y996cropped0.png,graupel,graupel_like,dry
2023.02.28_02.16.20_flake_3507_cam_3X1088Y1416cropped0.png,graupel,graupel_like,dry
2023.02.28_21.02.42_flake_5073_cam_4X1104Y1032cropped0.png,planar_crystals,densely_rimed,dry
2023.02.28_02.12.04_flake_3381_cam_1X536Y576cropped0.png,graupel,graupel_like,dry
2023.02.28_02.17.14_flake_3528_cam_3X1096Y1428cropped0.png,graupel,graupel_like,wet
20230228100532000CAM3_1X452Y1316cropped1.png,planar_crystals,densely_rimed,wet
2023.02.28_02.13.10_flake_3408_cam_0X548Y660cropped0.png,graupel,unrimed,dry
20230228101015000CAM0_1X828Y736cropped4.png,graupel,unrimed,dry
2023.02.28_02.15.42_flake_3486_cam_3X1100Y1320cropped1.png,graupel,graupel_like,dry
2023.02.28_02.35.45_flake_4059_cam_3X1100Y1892cropped0.png,planar_crystals,graupel_like,dry
2023.02.28_02.24.48_flake_3737_cam_0X528Y748cropped0.png,graupel,graupel_like,dry
2023.02.28_02.25.19_flake_3761_cam_2X968Y1296cropped0.png,graupel,graupel_like,dry
2023.02.28_17.29.31_flake_4799_cam_3X1108Y1592cropped0.png,columnar_crystals,densely_rimed,dry
20230228100647000CAM6_1X1864Y448cropped8.png,columnar_crystals,unrimed,wet
2023.02.28_02.36.09_flake_4068_cam_1X420Y948cropped0.png,graupel,unrimed,dry
2023.02.28_02.32.23_flake_3977_cam_0X164Y100cropped0.png,graupel,unrimed,dry
2023.02.28_02.44.06_flake_4218_cam_4X1548Y924cropped1.png,graupel,graupel_like,dry
20230228101600000CAM0_1X1520Y440cropped8.png,columnar_crystals,densely_rimed,wet
2023.02.28_02.13.58_flake_3432_cam_4X1076Y376cropped6.png,planar_crystals,graupel_like,dry
20230228101754000CAM4_1X984Y1712cropped5.png,columnar_crystals,unrimed,wet
2023.02.28_02.48.24_flake_4322_cam_3X1068Y1380cropped0.png,graupel,unrimed,dry
2023.02.28_02.24.31_flake_3728_cam_3X1096Y1828cropped0.png,planar_crystals,densely_rimed,dry
20230228101403000CAM4_1X292Y488cropped0.png,columnar_crystals,unrimed,dry
2023.02.28_02.24.05_flake_3711_cam_3X1604Y1456cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.46_flake_3489_cam_2X1096Y1256cropped0.png,graupel,graupel_like,wet
2023.02.28_17.32.12_flake_4803_cam_2X1092Y1304cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.21_flake_3478_cam_3X1104Y752cropped0.png,graupel,graupel_like,dry
2023.02.28_02.27.48_flake_3858_cam_4X1096Y432cropped0.png,graupel,graupel_like,dry
2023.02.28_02.33.49_flake_4007_cam_0X604Y768cropped0.png,graupel,graupel_like,dry
2023.02.28_02.33.50_flake_4008_cam_3X852Y1680cropped1.png,graupel,unrimed,dry
2023.02.28_02.27.02_flake_3834_cam_1X572Y764cropped0.png,graupel,graupel,dry
2023.02.28_02.09.04_flake_3334_cam_3X1096Y916cropped0.png,graupel,graupel_like,dry
2023.02.28_02.30.33_flake_3925_cam_4X1096Y1144cropped1.png,graupel,graupel_like,dry
2023.02.28_02.17.48_flake_3544_cam_3X1096Y1512cropped0.png,graupel,graupel,dry
20230228101754000CAM6_1X1208Y1344cropped7.png,columnar_crystals,graupel_like,wet
2023.02.28_02.13.47_flake_3426_cam_2X1100Y1848cropped0.png,graupel,graupel_like,dry
2023.02.28_02.28.40_flake_3876_cam_3X1092Y1476cropped0.png,graupel,graupel_like,dry
2023.02.28_02.15.43_flake_3487_cam_0X480Y744cropped0.png,graupel,graupel_like,dry
2023.02.28_02.27.53_flake_3861_cam_3X1096Y1684cropped0.png,graupel,graupel_like,dry
20230228153240000CAM6_1X416Y320cropped1.png,columnar_crystals,densely_rimed,wet
2023.02.28_02.44.55_flake_4235_cam_2X1416Y1436cropped2.png,columnar_crystals,graupel_like,dry
20230228100708000CAM5_1X1432Y548cropped4.png,planar_crystals,densely_rimed,dry
2023.02.28_02.04.34_flake_3287_cam_4X1096Y992cropped0.png,graupel,graupel,wet
20230228155057000CAM5_1X496Y1372cropped4.png,columnar_crystals,unrimed,wet
2023.02.28_02.31.37_flake_3958_cam_3X1096Y1760cropped1.png,graupel,graupel_like,dry
2023.02.28_02.16.44_flake_3517_cam_3X456Y1108cropped1.png,graupel,graupel_like,wet
20230228101140000CAM3_1X1312Y964cropped2.png,planar_crystals,rimed,wet
2023.02.28_03.18.09_flake_4648_cam_0X664Y696cropped0.png,graupel,graupel_like,dry
2023.02.28_17.23.58_flake_4787_cam_3X1128Y1216cropped0.png,graupel,graupel,wet
20230228101138000CAM6_1X1752Y1640cropped11.png,graupel,graupel_like,dry
2023.02.28_02.37.30_flake_4097_cam_1X468Y744cropped1.png,graupel,graupel_like,dry
2023.02.28_02.09.22_flake_3339_cam_1X476Y536cropped0.png,graupel,graupel_like,dry
2023.02.28_02.21.40_flake_3644_cam_3X1048Y1736cropped0.png,graupel,graupel_like,dry
2023.02.28_02.30.14_flake_3919_cam_3X1120Y1080cropped1.png,graupel,graupel_like,wet
2023.02.28_17.44.00_flake_4817_cam_0X536Y820cropped0.png,graupel,densely_rimed,dry
2023.02.28_02.13.58_flake_3432_cam_4X1832Y2024cropped7.png,graupel,densely_rimed,dry
2023.02.28_02.29.08_flake_3889_cam_4X1096Y876cropped0.png,graupel,graupel_like,wet
2023.02.28_02.08.57_flake_3332_cam_1X396Y544cropped0.png,graupel,graupel_like,dry
2023.02.28_02.08.41_flake_3325_cam_4X1076Y1024cropped0.png,graupel,graupel_like,dry
2023.02.28_02.27.26_flake_3847_cam_3X1116Y1412cropped0.png,graupel,graupel_like,wet
20230228101542000CAM6_1X1268Y1908cropped11.png,graupel,graupel_like,dry
2023.02.28_02.23.39_flake_3698_cam_1X656Y776cropped0.png,graupel,graupel_like,dry
2023.02.28_02.17.19_flake_3530_cam_2X1080Y1288cropped0.png,graupel,graupel_like,dry
20230228102321000CAM0_1X1096Y872cropped2.png,graupel,graupel_like,dry
2023.02.28_04.24.08_flake_4730_cam_3X688Y1684cropped0.png,columnar_crystals,densely_rimed,dry
2023.02.28_02.36.16_flake_4072_cam_2X1096Y1308cropped0.png,graupel,graupel_like,dry
20230228100655000CAM4_1X1136Y1292cropped1.png,graupel,graupel_like,dry
2023.02.28_02.55.38_flake_4448_cam_4X504Y168cropped0.png,graupel,graupel_like,dry
2023.02.28_02.12.35_flake_3394_cam_1X500Y476cropped0.png,graupel,graupel_like,dry
2023.02.28_02.10.01_flake_3349_cam_4X1088Y1236cropped0.png,graupel,graupel_like,dry
2023.02.28_02.24.20_flake_3720_cam_1X412Y532cropped0.png,graupel,graupel,dry
20230228101313001CAM4_1X1340Y764cropped5.png,columnar_crystals,densely_rimed,wet
2023.02.28_02.33.38_flake_4004_cam_1X628Y692cropped0.png,graupel,unrimed,dry
20230228103250000CAM6_1X424Y572cropped1.png,columnar_crystals,densely_rimed,wet
2023.02.28_02.13.23_flake_3414_cam_4X1084Y960cropped0.png,graupel,graupel_like,dry
2023.02.28_02.20.55_flake_3623_cam_4X1084Y924cropped0.png,graupel,graupel_like,dry
2023.02.28_02.35.32_flake_4053_cam_3X1096Y1616cropped2.png,graupel,graupel_like,wet
2023.02.28_02.15.13_flake_3473_cam_3X1096Y844cropped0.png,graupel,graupel_like,dry
20230228100825000CAM4_1X536Y836cropped0.png,graupel,graupel_like,dry
2023.02.28_02.07.26_flake_3311_cam_3X1088Y1280cropped0.png,graupel,graupel_like,dry
2023.02.28_02.22.16_flake_3661_cam_1X584Y772cropped0.png,graupel,graupel_like,wet
2023.02.28_02.43.30_flake_4209_cam_3X1108Y1996cropped0.png,graupel,graupel_like,dry
20230228101222000CAM0_1X380Y2284cropped2.png,columnar_crystals,graupel_like,wet
2023.02.28_02.48.02_flake_4315_cam_1X320Y524cropped0.png,graupel,graupel,dry
20230228100346000CAM5_1X1356Y1144cropped1.png,graupel,graupel_like,dry
2023.02.28_02.14.13_flake_3441_cam_4X1100Y1256cropped0.png,planar_crystals,graupel_like,dry
2023.02.28_02.33.52_flake_4011_cam_1X444Y364cropped1.png,graupel,graupel_like,dry
2023.02.28_02.27.08_flake_3837_cam_0X612Y896cropped0.png,graupel,graupel_like,dry
20230228161802000CAM4_1X496Y508cropped0.png,columnar_crystals,unrimed,dry
2023.02.28_02.31.30_flake_3955_cam_1X380Y620cropped0.png,graupel,graupel_like,dry
2023.02.28_02.45.31_flake_4254_cam_4X1088Y476cropped3.png,graupel,graupel_like,dry
2023.02.28_02.15.36_flake_3483_cam_3X1100Y1248cropped0.png,graupel,graupel_like,dry
20230228101217000CAM5_1X988Y2092cropped5.png,planar_crystals,rimed,wet
2023.02.28_02.55.48_flake_4453_cam_1X412Y544cropped0.png,graupel,graupel_like,dry
20230228161907000CAM5_1X340Y1540cropped4.png,planar_crystals,densely_rimed,dry
2023.02.28_02.18.06_flake_3551_cam_4X1096Y1300cropped0.png,graupel,graupel,wet
2023.02.28_02.40.28_flake_4151_cam_3X1104Y1796cropped0.png,planar_crystals,graupel_like,dry
2023.02.28_02.26.30_flake_3809_cam_0X488Y816cropped0.png,graupel,graupel_like,dry
2023.02.28_02.11.10_flake_3368_cam_3X1096Y772cropped0.png,graupel,graupel_like,dry
2023.02.28_02.25.34_flake_3771_cam_3X1108Y1636cropped0.png,graupel,graupel_like,wet
2023.02.28_02.20.16_flake_3610_cam_0X636Y660cropped0.png,graupel,graupel_like,dry
2023.02.28_02.26.30_flake_3809_cam_2X1104Y1204cropped0.png,graupel,graupel_like,dry
2023.02.28_02.20.58_flake_3626_cam_3X1100Y1796cropped0.png,graupel,graupel_like,wet
2023.02.28_02.15.38_flake_3484_cam_3X1104Y912cropped0.png,graupel,graupel_like,dry
